0,0,096044052
0,1,040044052
0,2,040044052
0,3,040044052
0,4,040044052
0,5,040044052
0,6,040044052
0,7,040044052
0,8,040044052
0,9,040044052
0,10,040044052
0,11,040044052
0,12,040044052
0,13,040044052
0,14,040044052
0,15,040044052
0,16,040044052
0,17,040044052
0,18,040044052
0,19,040044052
0,20,040044052
0,21,040044052
0,22,040044052
0,23,040044052
0,24,040044052
0,25,040044052
0,26,040044052
0,27,040044052
0,28,040044052
0,29,040044052
0,30,040044052
0,31,040044052
0,32,040044052
0,33,040044052
0,34,040044052
0,35,040056172
0,36,188120189
0,37,127044052
0,38,040044052
0,39,040044052
0,40,040044052
0,41,040044052
0,42,040044052
0,43,040044052
0,44,040044052
0,45,040044052
0,46,040044052
1,0,040044052
1,1,040044052
1,2,040044052
1,3,040044052
1,4,040044052
1,5,040044052
1,6,040044052
1,7,040044052
1,8,040044052
1,9,040044052
1,10,040044052
1,11,040044052
1,12,040044052
1,13,040044052
1,14,040044052
1,15,040044052
1,16,040044052
1,17,040044052
1,18,040044052
1,19,040044052
1,20,040044052
1,21,040044052
1,22,040044052
1,23,040044052
1,24,040044052
1,25,040044052
1,26,040044052
1,27,040044052
1,28,040044052
1,29,040044052
1,30,040044052
1,31,040044052
1,32,040044052
1,33,040044052
1,34,040044052
1,35,040056172
1,36,188120189
1,37,127044052
1,38,040044052
1,39,040044052
1,40,040044052
1,41,040044052
1,42,040044052
1,43,040044052
1,44,040044052
1,45,040044052
1,46,040044052
2,0,040044052
2,1,040044052
2,2,040044052
2,3,096081210
2,4,188081172
2,5,168120221
2,6,198120189
2,7,127068189
2,8,198120221
2,9,198095145
2,10,040044052
2,11,040068189
2,12,198095145
2,13,096081210
2,14,198120221
2,15,198120221
2,16,188081112
2,17,040044052
2,18,040044052
2,19,040044145
2,20,168120221
2,21,198120221
2,22,198120221
2,23,198108172
2,24,096044052
2,25,040044052
2,26,040044112
2,27,152108221
2,28,168068052
2,29,127095221
2,30,198120221
2,31,198120210
2,32,152056052
2,33,040044145
2,34,168120221
2,35,198120221
2,36,198120221
2,37,198120221
2,38,198120221
2,39,198120210
2,40,152056052
2,41,040044052
2,42,040044052
2,43,040044052
2,44,040044052
2,45,040044052
2,46,040044052
3,0,040044052
3,1,040044052
3,2,040044052
3,3,096081210
3,4,198120210
3,5,152056112
3,6,152108221
3,7,198108172
3,8,096056172
3,9,188120189
3,10,127044052
3,11,040068189
3,12,198120221
3,13,198095145
3,14,040044052
3,15,040056172
3,16,188120210
3,17,152056052
3,18,040044112
3,19,152108221
3,20,188081112
3,21,040044052
3,22,040044112
3,23,152108221
3,24,198095145
3,25,040044052
3,26,040044112
3,27,152108221
3,28,198120221
3,29,188081112
3,30,040044052
3,31,127095221
